Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,ENERGYSTARScore,DistanceToDowntown,proportion_surface_parking,proportion_surface_building,Log_TotalGHGEmissions
DOWNTOWN,Bâtiments de Vente et de Services,1925.0,1.0,1.0,,2.1758840304170386,0.050876132930513594,0.9491238670694864,2.4965057856313524
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1952.0,1.0,4.0,51.0,1.2455919064842602,0.0,1.0,2.4706386779902956
DOWNTOWN,Bâtiments Autres,1922.0,1.0,2.0,,1.47711469402,0.0,1.0,4.466137977292534
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1965.0,1.0,1.0,,1.5253323720305094,0.0,1.0,3.4445761049641
DOWNTOWN,Bâtiments d'Hébergement,1967.0,1.0,4.0,61.0,1.5789919914920698,0.0,1.0,4.3010876921685295
NORTHWEST,Bâtiments Éducatifs et Culturels,1928.0,1.0,2.0,77.0,6.792734721355987,0.0,1.0,3.6224725219163374
NORTHEAST,Bâtiments Commerciaux et Administratifs,1989.0,1.0,2.0,16.0,7.053690151263125,0.0,1.0,2.702032128776647
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,,6.89670365543709,0.0,1.0,3.873697891106478
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,18.0,6.89670365543709,0.0,1.0,4.168369197570074
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,1.0,67.0,6.89670365543709,0.0,1.0,3.3813347525659037
NORTHEAST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,,6.89670365543709,0.0,1.0,3.8848573373553763
NORTHEAST,Bâtiments d'Hébergement,1961.0,2.0,2.0,91.0,6.948090121237461,0.0,1.0,3.8622023104441903
DOWNTOWN,Bâtiments de Vente et de Services,1923.0,1.0,3.0,,1.170513733549532,0.0,1.0,4.63463189613771
DOWNTOWN,Bâtiments Autres,1927.0,1.0,4.0,81.0,1.0576872431637856,0.0,1.0,4.3296801543016725
DOWNTOWN,Bâtiments d'Hébergement,1960.0,1.0,7.0,24.0,1.5138549682412192,0.2118339326577313,0.7881660673422687,4.846546505563361
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1978.0,1.0,5.0,51.0,1.143360972443281,0.258585022755482,0.741414977244518,4.606669062111827
NORTHWEST,Bâtiments Éducatifs et Culturels,1948.0,1.0,2.0,57.0,7.7714691711626465,0.0,1.0,3.5157158351047473
DOWNTOWN,Bâtiments Éducatifs et Culturels,1910.0,1.0,3.0,,1.3238315366554274,0.0,1.0,2.2460147415056513
DOWNTOWN,Bâtiments Éducatifs et Culturels,1957.0,1.0,2.0,72.0,1.3707339415667876,0.0,1.0,3.6856241613932634
DOWNTOWN,Bâtiments Éducatifs et Culturels,1995.0,1.0,3.0,43.0,1.3247226368828569,0.0,1.0,2.0135687975291283
NORTHEAST,Bâtiments Éducatifs et Culturels,1972.0,1.0,1.0,88.0,8.057030734385064,0.0,1.0,3.503152104185149
SOUTHEAST,Bâtiments Éducatifs et Culturels,1965.0,1.0,2.0,2.0,8.480869767706281,0.0,1.0,3.202339856228101
NORTHEAST,Bâtiments de Vente et de Services,1900.0,1.0,3.0,71.0,6.333467578214159,0.0,1.0,1.8976198599275322
NORTHEAST,Bâtiments Autres,1921.0,1.0,3.0,,6.395207570154593,0.0,1.0,1.7578579175523736
NORTHEAST,Bâtiments d'Hébergement,1930.0,1.0,3.0,72.0,6.283097302700024,0.0,1.0,1.7900914121273581
NORTHEAST,Bâtiments Éducatifs et Culturels,1926.0,1.0,2.0,17.0,6.238051501336342,0.0,1.0,4.782227913106947
NORTHEAST,Bâtiments Éducatifs et Culturels,1989.0,5.0,3.0,44.0,9.456106736357388,0.0,1.0,5.316402834094422
LAKE UNION,Bâtiments Commerciaux et Administratifs,2012.0,1.0,2.0,68.0,4.8189793486699015,0.3150054686385468,0.6849945313614533,3.0483247236731614
DOWNTOWN,Bâtiments d'Hébergement,1925.0,1.0,9.0,8.0,1.0786265006460247,0.0,1.0,5.8771754007058545
GREATER DUWAMISH,Bâtiments Autres,1969.0,1.0,2.0,,3.475008628891255,0.0,1.0,3.5371840908617425
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,5.0,77.0,0.21543875727295903,0.0,1.0,3.9314333989479695
DOWNTOWN,Bâtiments Industriels et de Stockage,1900.0,1.0,5.0,,0.20303857307765572,0.0,1.0,0.4885800148186709
DOWNTOWN,Bâtiments d'Hébergement,1926.0,1.0,11.0,98.0,0.2537130828391099,0.0,1.0,4.803283067577055
DOWNTOWN,Bâtiments Autres,1922.0,1.0,3.0,,0.3373620204826679,0.1770091556459817,0.8229908443540183,4.986888900366255
DOWNTOWN,Bâtiments Autres,1908.0,1.0,5.0,,0.18884734496659344,0.0,1.0,2.9992261628082466
DOWNTOWN,Bâtiments d'Hébergement,1909.0,1.0,6.0,94.0,0.4702158146435714,0.0,1.0,4.879615031657852
SOUTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,76.0,5.859953578083979,0.0,1.0,5.226982468943414
SOUTHWEST,Bâtiments Éducatifs et Culturels,1965.0,1.0,3.0,98.0,5.868616674115373,0.0,1.0,4.503026712319388
SOUTHWEST,Bâtiments Éducatifs et Culturels,1923.0,1.0,2.0,60.0,6.032207961192432,0.0,1.0,3.794364961959914
SOUTHWEST,Bâtiments Autres,1948.0,1.0,1.0,,5.953092008820729,0.3160810192432745,0.6839189807567255,4.61719756620081
SOUTHWEST,Bâtiments de Vente et de Services,1946.0,1.0,2.0,100.0,5.971979258748453,0.0,1.0,2.659559991941776
SOUTHWEST,Bâtiments Autres,1984.0,1.0,1.0,,5.794382872992765,0.0,1.0,5.353278924622011
SOUTHWEST,Bâtiments Commerciaux et Administratifs,1981.0,1.0,3.0,60.0,5.871039269740967,0.0,1.0,3.5596246182566738
NORTH,Bâtiments Autres,1949.0,1.0,1.0,,13.142848209826052,0.0,1.0,4.909488112091298
NORTH,Bâtiments Autres,2013.0,1.0,1.0,,13.897268703664702,0.0,1.0,3.7871398232814557
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1985.0,1.0,1.0,36.0,5.951668256722195,0.0,1.0,2.6504210882655737
CENTRAL,Bâtiments Commerciaux et Administratifs,1990.0,1.0,2.0,25.0,2.206346496188418,0.0,1.0,3.5530597309714014
SOUTHWEST,Bâtiments Autres,1924.0,1.0,1.0,,6.409404097534245,0.0,1.0,4.997212273764115
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,,3.00928032444113,0.0,1.0,2.601207105484161
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,,3.0227919892718322,0.0,1.0,1.8196988379172965
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,2.0,,3.1085919531000052,0.0,1.0,3.0411835364579085
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1961.0,1.0,1.0,57.0,3.0723783833151503,0.0,1.0,3.035914063186823
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1954.0,1.0,1.0,,3.0399657336242827,0.0,1.0,2.640484881606444
SOUTHEAST,Bâtiments Commerciaux et Administratifs,2009.0,1.0,3.0,,3.1186497912384663,0.0,1.0,2.997730276216664
SOUTHEAST,Bâtiments Commerciaux et Administratifs,1970.0,1.0,2.0,81.0,3.326437602401929,0.0,1.0,4.159820144181012
SOUTHEAST,Bâtiments Autres,1977.0,1.0,1.0,,3.5185260554621873,0.0,1.0,2.402430427963762
SOUTHEAST,Bâtiments Autres,1963.0,1.0,2.0,,4.996749754584804,0.0,1.0,0.5988365010887039
GREATER DUWAMISH,Bâtiments de Vente et de Services,1914.0,1.0,1.0,75.0,3.44474316376617,0.0,1.0,1.5871923034867808
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,2.0,91.0,3.4917131407410373,0.0,1.0,1.0043016091968684
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,1962.0,1.0,1.0,38.0,4.013358660432773,0.0,1.0,5.516850305304563
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1948.0,1.0,1.0,,3.975205515330242,0.0,1.0,4.432006566978902
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,1.0,92.0,4.494626843241383,0.0,1.0,0.9932517730102834
DELRIDGE,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,6.0,4.74618036007877,0.0,1.0,4.138520924554929
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,1.0,,3.913845050290713,0.0,1.0,3.8636727444870993
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,1.0,,4.505706282948115,0.0,1.0,4.199455046624718
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,,4.011988245667828,0.0,1.0,2.463853240590168
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1998.0,1.0,1.0,72.0,4.142102029019003,0.0,1.0,3.6901286735143684
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1975.0,1.0,1.0,77.0,3.506473273660013,0.0,1.0,0.9820784724121582
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1947.0,1.0,2.0,87.0,6.471403931577614,0.0,1.0,3.484312288372662
NORTH,Bâtiments Autres,1976.0,1.0,2.0,,13.789677814463426,0.0,1.0,4.2271256734559195
NORTH,Bâtiments Industriels et de Stockage,1988.0,2.0,2.0,,13.515568767220342,0.0,1.0,3.3870984572826535
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1938.0,1.0,1.0,12.0,5.783613810222119,0.0,1.0,4.1356464415792065
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1922.0,1.0,3.0,99.0,3.4383996042199465,0.0,1.0,3.42816382989197
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1963.0,1.0,2.0,55.0,3.493537642173193,0.0,1.0,3.883417748417812
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1956.0,1.0,1.0,61.0,7.09216134283109,0.0,1.0,2.9882040071331994
LAKE UNION,Bâtiments Commerciaux et Administratifs,1957.0,1.0,2.0,99.0,4.197361630850296,0.0,1.0,1.2584609896100056
LAKE UNION,Bâtiments Commerciaux et Administratifs,1961.0,1.0,3.0,91.0,4.400459127305043,0.13044365813826891,0.869556341861731,1.9712993830601329
LAKE UNION,Bâtiments Commerciaux et Administratifs,1985.0,1.0,5.0,62.0,4.655667784025742,0.40296795365113475,0.5970320463488652,3.520460802488973
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,5.0,98.0,4.901340626259614,0.38463852206902577,0.6153614779309743,4.294014757350668
LAKE UNION,Bâtiments Commerciaux et Administratifs,1900.0,1.0,2.0,48.0,4.929086768456227,0.0,1.0,2.50715725872282
NORTHEAST,Bâtiments Éducatifs et Culturels,1930.0,1.0,2.0,82.0,8.3469402809652,0.0,1.0,2.8015405441895487
NORTHEAST,Bâtiments Éducatifs et Culturels,1986.0,1.0,1.0,79.0,8.3469402809652,0.0,1.0,4.236133434493478
NORTHWEST,Bâtiments Commerciaux et Administratifs,1960.0,1.0,1.0,98.0,9.172947002944916,0.0,1.0,3.515418525752178
NORTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,3.0,43.0,9.221326657650486,0.0,1.0,4.67702562308852
SOUTHEAST,Bâtiments Éducatifs et Culturels,1954.0,1.0,2.0,69.0,11.790796390677066,0.0,1.0,4.248066578757805
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1925.0,1.0,1.0,94.0,3.8410705344453087,0.0,1.0,3.4147715016892732
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1977.0,1.0,1.0,62.0,5.737378450084476,0.0,1.0,1.4011829736136414
GREATER DUWAMISH,Bâtiments Autres,1976.0,1.0,1.0,,5.824659083324053,0.0,1.0,5.855702096093982
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1982.0,1.0,2.0,69.0,5.792205920263602,0.0,1.0,2.421256622711544
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1970.0,1.0,2.0,67.0,5.932432008656804,0.0,1.0,2.2874714551839976
GREATER DUWAMISH,Bâtiments Autres,1970.0,1.0,1.0,,5.968263437634525,0.0,1.0,1.425515074273172
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,,6.1064410111780285,0.0,1.0,4.186771802468027
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1969.0,1.0,2.0,,5.980145641880179,0.0,1.0,3.845669504878125
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1969.0,1.0,2.0,41.0,6.004272280916795,0.0,1.0,4.418358563921272
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,65.0,6.004272280916795,0.0,1.0,0.9360933591703348
LAKE UNION,Bâtiments Commerciaux et Administratifs,1958.0,1.0,2.0,95.0,5.7224890995986515,0.0,1.0,1.5539252025038417
LAKE UNION,Bâtiments Commerciaux et Administratifs,2006.0,1.0,4.0,,5.361677845920581,0.31057456294144165,0.6894254370585583,2.740194654428777
LAKE UNION,Bâtiments Commerciaux et Administratifs,1985.0,1.0,3.0,94.0,4.984297341584469,0.25814049718305376,0.7418595028169462,3.3703944725071104
DOWNTOWN,Bâtiments Industriels et de Stockage,1928.0,1.0,6.0,,0.9106410667118203,0.0,1.0,1.7833912195575383
DOWNTOWN,Bâtiments de Vente et de Services,1916.0,1.0,2.0,5.0,0.8855662728249514,0.0,1.0,1.4678743481123135
DOWNTOWN,Bâtiments de Vente et de Services,1919.0,1.0,2.0,93.0,1.0074093628008267,0.0,1.0,2.688527534613346
DOWNTOWN,Bâtiments d'Hébergement,1910.0,1.0,8.0,93.0,0.9874948621422404,0.0,1.0,3.6354786773868213
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1919.0,1.0,2.0,75.0,1.143751794528003,0.0,1.0,3.860308569741467
EAST,Bâtiments Commerciaux et Administratifs,1925.0,1.0,4.0,92.0,0.7997206670602879,0.0,1.0,5.016683632630459
EAST,Bâtiments Autres,1920.0,1.0,3.0,,0.8290307733878325,0.0,1.0,4.562784469491653
EAST,Bâtiments Commerciaux et Administratifs,1946.0,1.0,3.0,1.0,0.7788291070431969,0.0,1.0,5.007630785075957
LAKE UNION,Bâtiments Industriels et de Stockage,1927.0,1.0,2.0,,5.098337074026633,0.0,1.0,4.125197025704866
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,5.0,79.0,5.266657514650411,0.17812685240071133,0.8218731475992886,2.302585092994046
LAKE UNION,Bâtiments de Vente et de Services,1911.0,1.0,2.0,98.0,5.2799553024932235,0.0,1.0,3.762129915853529
LAKE UNION,Bâtiments de Vente et de Services,1906.0,1.0,3.0,88.0,5.174330134166788,0.0,1.0,2.248128907197987
LAKE UNION,Bâtiments Industriels et de Stockage,1984.0,1.0,1.0,5.0,5.503601866821205,0.0,1.0,4.212571943586751
LAKE UNION,Bâtiments Commerciaux et Administratifs,1981.0,1.0,2.0,,5.4582447821193805,0.0,1.0,2.347558458636777
LAKE UNION,Bâtiments Autres,1969.0,1.0,1.0,,5.415109782662244,0.0,1.0,4.311067545733388
LAKE UNION,Bâtiments Commerciaux et Administratifs,1986.0,1.0,2.0,47.0,5.648212874582917,0.0,1.0,2.9621754900251482
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1949.0,1.0,3.0,81.0,5.298687698793402,0.0,1.0,4.422928625994308
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1981.0,1.0,2.0,82.0,5.056343154477531,0.0,1.0,1.8578592709325787
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1986.0,1.0,3.0,43.0,5.2728856543667515,0.0,1.0,2.836736542063533
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1989.0,1.0,3.0,67.0,5.2728856543667515,0.26200840304326434,0.7379915969567357,2.138889000323256
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,54.0,5.2728856543667515,0.0,1.0,3.2128577525426376
LAKE UNION,Bâtiments Autres,1996.0,1.0,3.0,,5.18104055230216,0.0,1.0,3.6666338451666167
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,57.0,5.153191505835029,0.0,1.0,2.5087859235779435
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,29.0,5.206157810247231,0.0,1.0,2.8408313123360287
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,86.0,5.096252515327451,0.0,1.0,3.015044584586364
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,4.0,77.0,0.5808998612306965,0.0,1.0,2.2502386126218363
DELRIDGE,Bâtiments Industriels et de Stockage,1971.0,2.0,2.0,,6.083198200465805,0.0,1.0,3.4346321577483927
NORTHWEST,Bâtiments Autres,1964.0,1.0,2.0,,13.320626054364748,0.0,1.0,4.852811208902689
NORTHWEST,Bâtiments Autres,1961.0,1.0,1.0,,13.115614875836611,0.0,1.0,3.923556241241819
NORTHWEST,Bâtiments Commerciaux et Administratifs,1951.0,1.0,2.0,62.0,12.813823435602918,0.0,1.0,3.718923575462313
NORTHWEST,Bâtiments Autres,1970.0,1.0,4.0,,13.135858184254559,0.0,1.0,2.8273136219290276
NORTHWEST,Bâtiments Autres,1958.0,1.0,2.0,,12.94569872583999,0.0,1.0,4.8181017722258845
NORTHWEST,Bâtiments Industriels et de Stockage,1972.0,1.0,1.0,73.0,13.008512595148956,0.0,1.0,2.4300984132930052
NORTHWEST,Bâtiments Autres,2009.0,1.0,1.0,,12.877100154716036,0.0,1.0,3.522234376704989
NORTHWEST,Bâtiments Commerciaux et Administratifs,2001.0,1.0,2.0,27.0,14.363315564934647,0.3859977099058257,0.6140022900941743,2.5915163848462583
NORTHWEST,Bâtiments Autres,2007.0,1.0,2.0,,13.520708469244076,0.0,1.0,5.18060307852848
NORTHWEST,Bâtiments de Vente et de Services,1998.0,1.0,1.0,43.0,13.18138049291426,0.0,1.0,3.630720539940404
NORTHEAST,Bâtiments Éducatifs et Culturels,1949.0,1.0,1.0,78.0,7.3126511131026595,0.0,1.0,3.835789699428557
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,2007.0,1.0,4.0,82.0,4.465982302127839,0.0,1.0,4.142817215672879
DOWNTOWN,Bâtiments de Vente et de Services,1920.0,1.0,2.0,36.0,1.123459955455228,0.0,1.0,2.8970163006148333
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1918.0,1.0,3.0,98.0,1.0587435425122,0.0,1.0,2.2823823856765264
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1955.0,1.0,5.0,4.0,2.819512127958813,0.0,1.0,2.6093342281630525
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1985.0,1.0,5.0,43.0,2.3481637307654246,0.38452590067819875,0.6154740993218012,3.4732079176384274
DOWNTOWN,Bâtiments de Vente et de Services,1900.0,1.0,4.0,92.0,0.3692952587895926,0.0,1.0,3.3098128198603027
DOWNTOWN,Bâtiments Éducatifs et Culturels,1968.0,1.0,3.0,24.0,0.4128253343917456,0.45977777185643104,0.540222228143569,5.517332407278467
DOWNTOWN,Bâtiments de Vente et de Services,1915.0,1.0,1.0,2.0,0.683950058892837,0.0,1.0,3.080073421987742
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,6.0,8.0,0.6951387775102433,0.0,1.0,3.086486636822455
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,5.0,83.0,0.534105172346078,0.0,1.0,3.8989377658794906
DOWNTOWN,Bâtiments Autres,1941.0,1.0,2.0,60.0,0.552293882743083,0.0,1.0,2.33214389523559
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1928.0,1.0,4.0,17.0,0.5227916539819298,0.0,1.0,4.312274546483423
EAST,Bâtiments Autres,1964.0,1.0,4.0,,0.8500141151819214,0.0,1.0,4.628300603376946
EAST,Bâtiments Autres,1912.0,1.0,3.0,,0.8304204455897886,0.0,1.0,4.2798554720627555
EAST,Bâtiments Commerciaux et Administratifs,1962.0,1.0,2.0,2.0,1.1202369036155804,0.3333333333333333,0.6666666666666666,4.4607222816222185
EAST,Bâtiments Commerciaux et Administratifs,1910.0,1.0,3.0,90.0,1.1765165921693133,0.0,1.0,4.6862892372728835
EAST,Bâtiments Autres,1988.0,1.0,5.0,,1.0624300201689811,0.2490170380078637,0.7509829619921363,6.138590611998276
EAST,Bâtiments Commerciaux et Administratifs,1963.0,1.0,3.0,42.0,1.0585872632047992,0.0,1.0,4.111529386976201
EAST,Bâtiments Autres,1916.0,1.0,3.0,,0.5226760100800674,0.0,1.0,4.036185648048568
EAST,Bâtiments Éducatifs et Culturels,1962.0,1.0,3.0,55.0,0.4655796958711087,0.0,1.0,4.8235825629264
BALLARD,Bâtiments Commerciaux et Administratifs,1993.0,1.0,1.0,,6.8151865434699905,0.0,1.0,3.6464937376174986
BALLARD,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,80.0,7.045725513070449,0.0,1.0,0.7514160886839212
BALLARD,Bâtiments Industriels et de Stockage,1950.0,1.0,1.0,63.0,6.537696181984949,0.0,1.0,3.484618989801228
BALLARD,Bâtiments Industriels et de Stockage,1951.0,3.0,1.0,,6.416461271197741,0.0,1.0,3.579901291544191
LAKE UNION,Bâtiments de Vente et de Services,1919.0,1.0,3.0,,2.087270605114139,0.0,1.0,4.30406509320417
LAKE UNION,Bâtiments de Vente et de Services,1964.0,1.0,2.0,57.0,2.1361898945282585,0.0,1.0,4.427477897577799
LAKE UNION,Bâtiments Commerciaux et Administratifs,1920.0,1.0,3.0,62.0,2.1777000036941336,0.42917547568710357,0.5708245243128964,3.6046822953131805
LAKE UNION,Bâtiments Commerciaux et Administratifs,2009.0,1.0,5.0,77.0,2.0049766599031122,0.0,1.0,6.191400882084373
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,3.0,95.0,2.068200654737752,0.0,1.0,3.499231121933521
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,1.0,1.0,2.5604052552323067,0.0,1.0,4.310530632968812
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1961.0,1.0,1.0,,2.43898877507852,0.0,1.0,5.220842193268625
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,2009.0,1.0,3.0,66.0,2.133644508648348,0.0,1.0,3.074543453978281
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1962.0,1.0,1.0,,2.1005699689104933,0.0,1.0,5.548414387422504
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,2002.0,1.0,1.0,,2.43898877507852,0.0,1.0,3.2433732964685884
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1998.0,1.0,1.0,,2.43898877507852,0.0,1.0,5.263311757349221
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1961.0,1.0,2.0,,2.0867659610663987,0.0,1.0,6.263303019960951
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1992.0,1.0,2.0,,2.2605766724505836,0.0,1.0,3.7390971702745537
LAKE UNION,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,84.0,1.7713373156091763,0.0,1.0,2.706048198431537
LAKE UNION,Bâtiments Commerciaux et Administratifs,2007.0,1.0,4.0,92.0,1.7185492160087052,0.38076661093566166,0.6192333890643383,4.366912996863833
LAKE UNION,Bâtiments Commerciaux et Administratifs,1928.0,1.0,3.0,1.0,1.734714176750832,0.14619206096561038,0.8538079390343897,5.459713165570837
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,6.0,92.0,1.7042439681732435,0.7711728253385357,0.22882717466146432,4.47175307254774
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,4.0,77.0,1.7587771694152006,0.0,1.0,2.6623552418400807
DOWNTOWN,Bâtiments Autres,1966.0,1.0,1.0,,0.34882006981648084,0.0,1.0,4.790321069792205
DOWNTOWN,Bâtiments Autres,1962.0,1.0,1.0,,0.35830464093522646,0.0,1.0,3.813969064952758
DOWNTOWN,Bâtiments Autres,1916.0,1.0,2.0,,0.5739126329204219,0.0,1.0,2.2793164660546914
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1919.0,1.0,4.0,72.0,0.7277281782054804,0.0,1.0,4.362843815257108
DOWNTOWN,Bâtiments de Vente et de Services,1912.0,1.0,2.0,,0.6800318209315399,0.0,1.0,5.392672545029182
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1915.0,1.0,6.0,,0.7054964426687934,0.0,1.0,3.8262472284067424
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,4.0,47.0,0.8789279139430971,0.0,1.0,2.637627736805664
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,5.0,100.0,1.2415047631745253,0.0,1.0,2.7166795278002644
DOWNTOWN,Bâtiments Autres,1930.0,1.0,2.0,,1.3178897501717672,0.0,1.0,1.1019400787607843
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,3.0,13.0,3.5438605204101186,0.2681241212697281,0.7318758787302719,3.1552968432253294
LAKE UNION,Bâtiments Commerciaux et Administratifs,1964.0,1.0,5.0,68.0,3.4964866640190695,0.17635178555035344,0.8236482144496465,3.7428940424201746
EAST,Bâtiments Éducatifs et Culturels,1930.0,1.0,2.0,56.0,3.1941311466447986,0.0,1.0,5.213902615405673
LAKE UNION,Bâtiments Commerciaux et Administratifs,1959.0,1.0,2.0,97.0,1.8796033661202596,0.0,1.0,1.3962446919730587
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,3.0,,1.8133347472270327,0.0,1.0,2.462149662665384
LAKE UNION,Bâtiments d'Hébergement,1959.0,1.0,4.0,37.0,1.872923756353615,0.0,1.0,4.334017415487521
LAKE UNION,Bâtiments d'Hébergement,1961.0,1.0,3.0,95.0,2.0224717766815004,0.14582333995751387,0.8541766600424862,3.441058915087286
LAKE UNION,Bâtiments Éducatifs et Culturels,1960.0,1.0,1.0,56.0,1.760573388295205,0.0,1.0,1.6193882432872684
EAST,Bâtiments Autres,1999.0,1.0,2.0,,4.237782576127005,0.7654810495626823,0.2345189504373178,4.366405253770925
MAGNOLIA / QUEEN ANNE,Bâtiments de Soins de Santé,1962.0,1.0,2.0,,2.907174919462075,0.0,1.0,6.048435443367608
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1930.0,1.0,3.0,94.0,2.470879668069377,0.0,1.0,4.7572902340489245
NORTHWEST,Bâtiments Éducatifs et Culturels,1999.0,1.0,2.0,23.0,13.597623710582075,0.0,1.0,4.6625896768555775
LAKE UNION,Bâtiments Commerciaux et Administratifs,1987.0,1.0,3.0,89.0,3.1138320826721437,0.0,1.0,3.6098362467734835
LAKE UNION,Bâtiments de Vente et de Services,1993.0,1.0,3.0,,3.096933692811461,0.14940065094863855,0.8505993490513615,4.0421736898931915
GREATER DUWAMISH,Bâtiments Éducatifs et Culturels,1977.0,1.0,99.0,80.0,6.46986892925463,0.0,1.0,1.184789984909162
EAST,Bâtiments Autres,1927.0,1.0,3.0,,5.050162513794319,0.0,1.0,5.129780364724699
NORTH,Bâtiments Autres,1947.0,1.0,1.0,,13.114754223258773,0.0,1.0,4.72499557905644
